what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1294663929980
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1294663930388
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1294663940091
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1294664023898
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1294664024329
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1294664027525
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1294664033359
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1294664037711
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1294664042384
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1294664081846
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1294664106571
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664108325
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664234299
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664235135
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664238739
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664248029
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664248851
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664249148
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664250070
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664250371
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664256258
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ResourceNavigator",1294664285881
opened,editor,net.sourceforge.phpeclipse,1.2.3.200910091456PRD,"net.sourceforge.phpeclipse.PHPUnitEditor",1294664288933
activated,editor,net.sourceforge.phpeclipse,1.2.3.200910091456PRD,"net.sourceforge.phpeclipse.PHPUnitEditor",1294664288991
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664294646
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664298310
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ResourceNavigator",1294664299010
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664299380
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664301611
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664306116
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664306762
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.refresh",1294664307677
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294664308453
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294668963629
activated,editor,net.sourceforge.phpeclipse,1.2.3.200910091456PRD,"net.sourceforge.phpeclipse.PHPUnitEditor",1294668964479
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ResourceNavigator",1294668966732
opened,editor,net.sourceforge.phpeclipse,1.2.3.200910091456PRD,"net.sourceforge.phpeclipse.PHPUnitEditor",1294668968635
activated,editor,net.sourceforge.phpeclipse,1.2.3.200910091456PRD,"net.sourceforge.phpeclipse.PHPUnitEditor",1294668968708
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294669005802
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1294669169855
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ResourceNavigator",1294669169913
activated,perspective,net.sourceforge.phpeclipse,,"net.sourceforge.phpeclipse.PHPPerspective",1294892875125
started,bundle,org.eclipse.osgi,3.6.0.v20100517,"org.eclipse.osgi",1294892875125
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1294892875156
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1294892875218
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1294892875281
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1294892875343
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1294892875406
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1294892875437
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1294892875468
started,bundle,org.eclipse.core.filesystem,1.3.0.v20100526-0737,"org.eclipse.core.filesystem",1294892875562
started,bundle,org.eclipse.core.jobs,3.5.0.v20100515,"org.eclipse.core.jobs",1294892875609
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1294892875656
started,bundle,org.eclipse.core.resources,3.6.0.v20100526-0737,"org.eclipse.core.resources",1294892875687
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1294892875687
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1294892875796
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1294892875843
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.0.R201005261100,"org.eclipse.epp.usagedata.gathering",1294892875968
started,bundle,org.eclipse.epp.usagedata.recording,1.3.0.R201005261100,"org.eclipse.epp.usagedata.recording",1294892876062
started,bundle,org.eclipse.equinox.app,1.3.0.v20100512,"org.eclipse.equinox.app",1294892876093
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1294892876140
started,bundle,org.eclipse.equinox.ds,1.2.0.v20100507,"org.eclipse.equinox.ds",1294892876187
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1294892876218
started,bundle,org.eclipse.equinox.p2.core,2.0.0.v20100510,"org.eclipse.equinox.p2.core",1294892876250
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.200.v20100601,"org.eclipse.equinox.p2.directorywatcher",1294892876281
started,bundle,org.eclipse.equinox.p2.engine,2.0.0.v20100606,"org.eclipse.equinox.p2.engine",1294892876453
started,bundle,org.eclipse.equinox.p2.metadata,2.0.0.v20100601,"org.eclipse.equinox.p2.metadata",1294892876562
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1294892876593
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1294892876656
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.0.v20100525,"org.eclipse.equinox.p2.reconciler.dropins",1294892876750
started,bundle,org.eclipse.equinox.p2.repository,2.0.0.v20100519,"org.eclipse.equinox.p2.repository",1294892876828
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1294892876843
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.100.v20100503a,"org.eclipse.equinox.p2.updatechecker",1294892876906
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1294892876968
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1294892877031
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1294892877125
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1294892877171
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1294892877265
started,bundle,org.eclipse.jdt.core,3.6.0.v_A58,"org.eclipse.jdt.core",1294892877390
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1294892877406
started,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1294892877562
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1294892877609
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1294892877656
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1294892877703
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1294892877890
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1294892877968
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1294892878062
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1294892878156
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1294892878218
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1294892878343
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1294892878406
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1294892878406
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1294892878546
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1294892878828
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1294892878921
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1294892878953
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1294892879062
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1294892879125
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1294892879140
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1294892879140
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1294892879218
started,bundle,net.sourceforge.phpeclipse,1.2.3.200910091456PRD,"net.sourceforge.phpeclipse",1294892879218
started,bundle,net.sourceforge.phpeclipse.ui,1.2.3.200910091456PRD,"net.sourceforge.phpeclipse.ui",1294892879296
started,bundle,net.sourceforge.phpeclipse.webbrowser,1.2.3.200910091456PRD,"net.sourceforge.phpeclipse.webbrowser",1294892879375
started,bundle,net.sourceforge.phpeclipse.xml.ui,1.2.3.200910091456PRD,"net.sourceforge.phpeclipse.xml.ui",1294892879437
os,sysinfo,,,"win32",1294892879437
arch,sysinfo,,,"x86",1294892879437
ws,sysinfo,,,"win32",1294892879437
locale,sysinfo,,,"ja_JP",1294892879437
processors,sysinfo,,,"2",1294892879437
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1294892879437
java.runtime.version,sysinfo,,,"1.6.0_05-b13",1294892879437
java.specification.name,sysinfo,,,"Java Platform API Specification",1294892879437
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1294892879437
java.specification.version,sysinfo,,,"1.6",1294892879437
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1294892879437
